animal_id,outcome_type
A670895,Adoption
A703947,Adoption
A686389,Adoption
A660676,Return to Owner
A759237,Transfer
A684453,Transfer
A730651,Adoption
A699042,Adoption
A747155,Transfer
A664481,Adoption
A763295,Adoption
A671637,Adoption
A704699,Adoption
A715152,Adoption
A736819,Euthanasia
A737663,Transfer
A734604,Adoption
A670745,Adoption
A691930,Adoption
A689786,Return to Owner
A673611,Transfer
A705890,Transfer
A749166,Adoption
A688590,Adoption
A678924,Return to Owner
A664322,Adoption
A747402,Adoption
A764473,Adoption
A713364,Transfer
A727915,Return to Owner
A739105,Adoption
A756500,Adoption
A680705,Transfer
A754886,Transfer
A664601,Return to Owner
A676293,Euthanasia
A735426,Transfer
A719385,Adoption
A749665,Transfer
A726454,Adoption
A752593,Transfer
A760960,Adoption
A746272,Adoption
A692930,Transfer
A720040,Adoption
A662162,Adoption
A713953,Adoption
A680196,Adoption
A722203,Adoption
A754904,Transfer
A690230,Return to Owner
A700126,Return to Owner
A665075,Return to Owner
A718359,Adoption
A762832,Return to Owner
A664235,Transfer
A748820,Adoption
A747479,Transfer
A695753,Return to Owner
A722723,Adoption
A706181,Adoption
A702538,Transfer
A729499,Adoption
A687888,Adoption
A654853,Adoption
A765436,Transfer
A698902,Adoption
A760527,Adoption
A603239,Adoption
A690310,Adoption
A664893,Adoption
A642950,Return to Owner
A731052,Transfer
A680344,Transfer
A754494,Adoption
A675075,Transfer
A762028,Transfer
A752241,Adoption
A710058,Adoption
A713420,Transfer
A720980,Adoption
A711406,Transfer
A683868,Adoption
A740981,Adoption
A717551,Adoption
A743584,Adoption
A726563,Transfer
A759457,Adoption
A726752,Adoption
A679483,Adoption
A672734,Adoption
A729902,Adoption
A715228,Transfer
A696760,Return to Owner
A653641,Adoption
A747154,Transfer
A706389,Adoption
A635818,Adoption
A759249,Transfer
A670152,Adoption
A694411,Return to Owner
A692402,Adoption
A714475,Adoption
A693777,Transfer
A695978,Return to Owner
A710835,Adoption
A698664,Adoption
A747603,Transfer
A708792,Adoption
A683834,Transfer
A759536,Transfer
A679892,Adoption
A703114,Transfer
A698380,Transfer
A695941,Transfer
A701029,Adoption
A758582,Adoption
A736255,Adoption
A558062,Return to Owner
A718888,Adoption
A656272,Adoption
A676872,Adoption
A666017,Adoption
A711648,Transfer
A747713,Transfer
A717255,Adoption
A600769,Return to Owner
A737688,Adoption
A708156,Adoption
A680878,Return to Owner
A701351,Transfer
A661838,Adoption
A670953,Adoption
A718551,Transfer
A691675,Adoption
A682767,Adoption
A690431,Adoption
A698980,Adoption
A749800,Adoption
A731082,Adoption
A758407,Transfer
A761070,Adoption
A745842,Adoption
A753976,Transfer
A742619,Transfer
A669201,Adoption
A764463,Adoption
A699436,Transfer
A721317,Adoption
A714750,Adoption
A763973,Adoption
A716882,Adoption
A629893,Return to Owner
A702396,Adoption
A699942,Transfer
A719446,Adoption
A674966,Transfer
A748361,Return to Owner
A717104,Adoption
A756897,Adoption
A671061,Adoption
A734888,Transfer
A732760,Transfer
A723424,Adoption
A701134,Transfer
A685033,Transfer
A748852,Adoption
A733515,Adoption
A698769,Adoption
A736006,Adoption
A739045,Adoption
A680479,Adoption
A685315,Transfer
A690187,Adoption
A694660,Return to Owner
A731220,Adoption
A765479,Adoption
A729558,Adoption
A663964,Adoption
A669829,Transfer
A728783,Transfer
A756958,Adoption
A677449,Return to Owner
A696924,Adoption
A716877,Return to Owner
A689832,Adoption
A688283,Transfer
A719973,Adoption
A700451,Transfer
A750072,Adoption
A741667,Adoption
A734216,Adoption
A737268,Adoption
A718425,Adoption
A711760,Adoption
A740345,Transfer
A664040,Adoption
A758553,Transfer
A743341,Adoption
A671555,Transfer
A678499,Adoption
A760768,Transfer
A702278,Transfer
A671441,Transfer
A707136,Transfer
A677827,Adoption
A681892,Transfer
A688593,Transfer
A738318,Transfer
A679790,Adoption
A710382,Transfer
A734834,Adoption
A746635,Adoption
A672084,Transfer
A672147,Adoption
A737812,Return to Owner
A678992,Transfer
A701175,Transfer
A676012,Adoption
A702099,Adoption
A683086,Adoption
A720610,Adoption
A668062,Transfer
A691385,Adoption
A720577,Adoption
A674891,Transfer
A749579,Transfer
A711920,Transfer
A669225,Adoption
A717780,Transfer
A764405,Return to Owner
A743664,Transfer
A659194,Return to Owner
A689762,Transfer
A740195,Adoption
A735626,Adoption
A744197,Adoption
A679533,Transfer
A649365,Return to Owner
A728372,Adoption
A698167,Adoption
A666647,Adoption
A695055,Return to Owner
A683566,Adoption
A750703,Adoption
A721966,Transfer
A712340,Transfer
A677406,Adoption
A676974,Adoption
A750240,Transfer
A673517,Transfer
A675779,Transfer
A702967,Transfer
A682610,Adoption
A716904,Adoption
A686198,Adoption
A692468,Return to Owner
A696441,Return to Owner
A746228,Return to Owner
A716409,Return to Owner
A669212,Transfer
A676284,Return to Owner
A763268,Adoption
A764123,Adoption
A746800,Adoption
A684695,Return to Owner
A670194,Adoption
A761542,Adoption
A714689,Adoption
A764398,Adoption
A743672,Transfer
A678663,Transfer
A684810,Transfer
A715546,Transfer
A728661,Transfer
A716153,Adoption
A660633,Transfer
A707646,Adoption
A675673,Adoption
A682416,Adoption
A746901,Adoption
A669106,Transfer
A724553,Adoption
A746455,Return to Owner
A687453,Return to Owner
A750768,Adoption
A748045,Transfer
A670234,Transfer
A715221,Adoption
A619150,Transfer
A663044,Return to Owner
A647139,Transfer
A670971,Adoption
A759834,Adoption
A695423,Transfer
A734680,Adoption
A689448,Transfer
A753030,Adoption
A759327,Adoption
A750594,Transfer
A722782,Adoption
A749315,Adoption
A730121,Disposal
A731147,Adoption
A665551,Transfer
A696108,Adoption
A578374,Return to Owner
A688282,Adoption
A719341,Adoption
A724067,Return to Owner
A764577,Adoption
A724861,Adoption
A687349,Euthanasia
A738137,Adoption
A725642,Adoption
A681592,Adoption
A695904,Adoption
A673281,Adoption
A702631,Adoption
A638296,Adoption
A679641,Transfer
A701914,Adoption
A695693,Adoption
A693071,Transfer
A691499,Transfer
A626951,Transfer
A673234,Transfer
A707670,Adoption
A723345,Adoption
A620039,Adoption
A670535,Transfer
A704489,Transfer
A698477,Adoption
A755460,Adoption
A714845,Adoption
A671426,Adoption
A697222,Adoption
A704036,Transfer
A700647,Transfer
A733235,Adoption
A757585,Adoption
A735002,Transfer
A696582,Adoption
A745826,Return to Owner
A746352,Adoption
A698559,Adoption
A708186,Adoption
A655700,Adoption
A674239,Return to Owner
A728571,Adoption
A729355,Transfer
A765127,Adoption
A670413,Adoption
A688144,Adoption
A672216,Transfer
A678945,Adoption
A703222,Adoption
A717139,Adoption
A707586,Transfer
A703187,Adoption
A696331,Transfer
A655155,Adoption
A681423,Transfer
A759850,Transfer
A700533,Transfer
A714072,Transfer
A699111,Adoption
A681244,Transfer
A699225,Transfer
A737338,Adoption
A691709,Adoption
A710901,Adoption
A742948,Adoption
A710673,Adoption
A731800,Adoption
A700909,Transfer
A587006,Return to Owner
A749292,Adoption
A727209,Adoption
A742529,Adoption
A755995,Transfer
A688070,Adoption
A706544,Adoption
A703424,Transfer
A670569,Adoption
A734785,Transfer
A729196,Adoption
A686787,Transfer
A681390,Transfer
A718738,Transfer
A759057,Transfer
A701783,Adoption
A700733,Disposal
A701239,Adoption
A715724,Adoption
A751928,Transfer
A736686,Adoption
A713039,Adoption
A685598,Adoption
A724906,Adoption
A755796,Transfer
A685512,Transfer
A719250,Adoption
A677728,Adoption
A531069,Return to Owner
A697730,Adoption
A740372,Transfer
A729432,Adoption
A732313,Adoption
A675231,Adoption
A711990,Adoption
A679478,Adoption
A695846,Adoption
A709626,Transfer
A679503,Transfer
A687227,Adoption
A664069,Adoption
A615851,Transfer
A682088,Transfer
A728714,Transfer
A672988,Transfer
A724141,Transfer
A689713,Return to Owner
A733375,Transfer
A747071,Transfer
A718532,Adoption
A733946,Return to Owner
A740461,Adoption
A684706,Transfer
A739903,Adoption
A716889,Transfer
A669699,Transfer
A758585,Adoption
A678493,Transfer
A690582,Adoption
A696787,Adoption
A764174,Transfer
A697405,Transfer
A713220,Return to Owner
A675324,Adoption
A695927,Adoption
A747335,Return to Owner
A671179,Adoption
A700956,Adoption
A664439,Adoption
A671916,Transfer
A744202,Adoption
A671449,Transfer
A688782,Transfer
A714594,Adoption
A702661,Adoption
A461224,Return to Owner
A705180,Transfer
A704991,Adoption
A761453,Adoption
A686630,Adoption
A666251,Adoption
A673761,Transfer
A708065,Adoption
A725648,Transfer
A661648,Adoption
A718094,Adoption
A708701,Adoption
A526144,Adoption
A747950,Adoption
A701228,Adoption
A682412,Return to Owner
A570186,Adoption
A750122,Transfer
A681377,Adoption
A755462,Adoption
A715568,Adoption
A709597,Transfer
A563010,Adoption
A692854,Adoption
A675365,Adoption
A734643,Transfer
A664223,Transfer
A735357,Adoption
A694931,Adoption
A719864,Adoption
A754600,Adoption
A718921,Transfer
A708415,Transfer
A744889,Adoption
A692252,Transfer
A650311,Transfer
A693465,Adoption
A691694,Adoption
A724492,Adoption
A727528,Adoption
A701658,Transfer
A712035,Adoption
A674281,Adoption
A715075,Return to Owner
A738302,Adoption
A329257,Transfer
A677269,Adoption
A705851,Transfer
A743366,Adoption
A671601,Adoption
A726965,Transfer
A597678,Return to Owner
A707768,Adoption
A716336,Adoption
A718799,Adoption
A670453,Adoption
A747354,Return to Owner
A713541,Transfer
A719154,Adoption
A696438,Adoption
A583692,Return to Owner
A718830,Adoption
A689487,Adoption
A686024,Transfer
A759590,Adoption
A738133,Adoption
A613850,Return to Owner
A750920,Adoption
A689209,Adoption
A668523,Return to Owner
A719409,Adoption
A695221,Adoption
A727771,Transfer
A747790,Adoption
A683165,Adoption
A708477,Adoption
A718028,Adoption
A677908,Adoption
A704169,Adoption
A739609,Adoption
A666628,Return to Owner
A727332,Adoption
A712582,Adoption
A680194,Return to Owner
A747478,Transfer
A737660,Transfer
A677075,Adoption
A743872,Adoption
A705210,Transfer
A689970,Transfer
A743111,Return to Owner
A668298,Transfer
A682375,Return to Owner
A744564,Adoption
A757583,Transfer
A759948,Transfer
A682366,Return to Owner
A671746,Adoption
A718426,Return to Owner
A715771,Adoption
A742794,Transfer
A713124,Adoption
A660156,Return to Owner
A664683,Transfer
A735496,Adoption
A703583,Adoption
A625324,Return to Owner
A759855,Adoption
A723142,Transfer
A718703,Transfer
A677881,Adoption
A751804,Adoption
A753650,Adoption
A729360,Adoption
A729964,Transfer
A756092,Transfer
A725724,Transfer
A749171,Adoption
A735389,Disposal
A710779,Adoption
A749502,Transfer
A733564,Transfer
A692090,Adoption
A709706,Adoption
A694409,Transfer
A680259,Adoption
A680300,Adoption
A691571,Return to Owner
A681013,Transfer
A727873,Adoption
A699197,Adoption
A670544,Adoption
A744416,Adoption
A679622,Transfer
A686197,Adoption
A671718,Transfer
A713882,Adoption
A683889,Adoption
A618752,Adoption
A763053,Adoption
A732554,Adoption
A743814,Adoption
A710602,Return to Owner
A722917,Adoption
A664733,Transfer
A726531,Adoption
A734073,Transfer
A689193,Transfer
A671732,Adoption
A710306,Adoption
A665185,Adoption
A693399,Return to Owner
A732035,Adoption
A711622,Adoption
A672255,Adoption
A702237,Adoption
A665236,Transfer
A743687,Adoption
A725407,Adoption
A633402,Return to Owner
A738298,Transfer
A757995,Transfer
A748120,Adoption
A727558,Adoption
A754253,Adoption
A677317,Transfer
A685838,Return to Owner
A698511,Transfer
A568121,Adoption
A695048,Adoption
A700666,Transfer
A721238,Adoption
A684826,Transfer
A725679,Adoption
A707862,Transfer
A731866,Adoption
A725563,Transfer
A695996,Adoption
A714598,Adoption
A681983,Adoption
A703344,Transfer
A749851,Adoption
A711907,Adoption
A705774,Transfer
A713891,Adoption
A749291,Transfer
A695587,Adoption
A747569,Adoption
A721969,Adoption
A706245,Transfer
A758588,Adoption
A694659,Transfer
A710206,Transfer
A706261,Adoption
A764064,Adoption
A686011,Transfer
A386276,Transfer
A705847,Adoption
A688098,Adoption
A722438,Adoption
A699480,Euthanasia
A691720,Adoption
A680231,Adoption
A659769,Adoption
A749211,Adoption
A752264,Adoption
A761370,Euthanasia
A664068,Adoption
A727117,Adoption
A683016,Transfer
A757797,Transfer
A757300,Adoption
A671586,Adoption
A695734,Adoption
A755061,Adoption
A661036,Adoption
A738442,Adoption
A737036,Adoption
A717518,Adoption
A762207,Adoption
A706166,Euthanasia
A740324,Return to Owner
A751713,Transfer
A752447,Transfer
A724961,Adoption
A749938,Transfer
A704189,Transfer
A713018,Adoption
A747811,Transfer
A714842,Return to Owner
A666946,Transfer
A672402,Adoption
A752845,Adoption
A683662,Transfer
A723566,Return to Owner
A657228,Return to Owner
A685081,Adoption
A666565,Transfer
A681365,Adoption
A672505,Transfer
A681005,Transfer
A701008,Adoption
A732923,Transfer
A569821,Transfer
A652840,Transfer
A697422,Adoption
A711276,Adoption
A692592,Adoption
A690919,Transfer
A719052,Transfer
A676906,Return to Owner
A727596,Transfer
A725591,Transfer
A682841,Adoption
A672642,Euthanasia
A731273,Transfer
A683483,Return to Owner
A722015,Adoption
A666786,Adoption
A717546,Transfer
A703185,Adoption
A722941,Return to Owner
A743999,Adoption
A760250,Adoption
A676948,Transfer
A760372,Adoption
A759926,Adoption
A756168,Transfer
A732939,Adoption
A687585,Adoption
A742577,Adoption
A724601,Transfer
A718963,Euthanasia
A732148,Return to Owner
A678117,Transfer
A681248,Transfer
A755464,Adoption
A748868,Adoption
A710611,Adoption
A669541,Adoption
A619638,Return to Owner
A620743,Return to Owner
A760229,Transfer
A706258,Adoption
A745864,Adoption
A728141,Adoption
A720574,Adoption
A748761,Transfer
A697143,Return to Owner
A711958,Adoption
A739339,Transfer
A707415,Transfer
A765297,Adoption
A681404,Adoption
A698970,Adoption
A749001,Transfer
A752098,Adoption
A689279,Adoption
A713151,Transfer
A710186,Adoption
A741554,Adoption
A759207,Adoption
A646896,Return to Owner
A734572,Transfer
A750243,Transfer
A713889,Adoption
A754801,Adoption
A713293,Return to Owner
A672117,Return to Owner
A715520,Transfer
A712047,Adoption
A742548,Transfer
A764546,Transfer
A714243,Transfer
A699904,Transfer
A762123,Euthanasia
A693149,Transfer
A732513,Transfer
A732015,Adoption
A751017,Transfer
A724011,Transfer
A680659,Adoption
A731003,Adoption
A681277,Adoption
A710541,Adoption
A694569,Transfer
A747967,Transfer
A705631,Transfer
A672664,Transfer
A676621,Adoption
A729128,Transfer
A754737,Adoption
A706547,Adoption
A763724,Transfer
A601172,Transfer
A668773,Adoption
A727538,Adoption
A757825,Transfer
A664672,Adoption
A728392,Transfer
A728207,Adoption
A700773,Transfer
A712270,Transfer
A666604,Transfer
A697671,Transfer
A719668,Transfer
A681977,Adoption
A688026,Adoption
A762782,Adoption
A664133,Adoption
A740101,Transfer
A715070,Transfer
A740047,Transfer
A732495,Adoption
A731763,Transfer
A750699,Transfer
A672392,Adoption
A699486,Transfer
A668324,Adoption
A722113,Adoption
A680567,Return to Owner
A688038,Adoption
A723476,Transfer
A765077,Adoption
A687222,Transfer
A759205,Adoption
A717016,Adoption
A702726,Return to Owner
A697820,Return to Owner
A705372,Transfer
A667390,Adoption
A677474,Transfer
A718310,Return to Owner
A699788,Transfer
A727938,Adoption
A669786,Adoption
A716433,Adoption
A665926,Transfer
A698619,Transfer
A754362,Adoption
A680907,Adoption
A702941,Adoption
A672014,Return to Owner
A715669,Adoption
A746367,Transfer
A723215,Adoption
A704286,Return to Owner
A720081,Transfer
A756067,Adoption
A712926,Adoption
A704814,Transfer
A683353,Transfer
A706061,Adoption
A714875,Adoption
A757198,Transfer
A683140,Transfer
A615008,Transfer
A752923,Transfer
A741768,Transfer
A667114,Adoption
A762434,Adoption
A669641,Transfer
A754263,Adoption
A743495,Adoption
A695473,Adoption
A683384,Adoption
A683306,Adoption
A714070,Transfer
A697059,Adoption
A665923,Adoption
A760978,Adoption
A710856,Adoption
A750074,Adoption
A387083,Return to Owner
A739965,Adoption
A694781,Adoption
A602428,Return to Owner
A729218,Transfer
A728895,Transfer
A690178,Transfer
A680134,Transfer
A679225,Adoption
A694619,Adoption
A428783,Return to Owner
A702546,Adoption
A728637,Transfer
A711887,Transfer
A697791,Adoption
A728541,Adoption
A738198,Adoption
A673118,Adoption
A730338,Adoption
